,Cell names,p_vals
519,Capillary_Endo x Monocytes,0.8738244463597185
520,Monocytes x Purkinje_fibers,0.7554702284721886
521,CCL18_Macrophages x NK_T,0.8531186680550875
522,LYVE_FOLR_Macrophages x Monocytes,0.7670079430668033
523,intermediate_CM x vSMCs_1,0.8288327844440286
524,Mast x Pericyte_1,0.8777441950831559
525,vCM_4 x vSMCs_2,0.7729415419813495
526,LYVE_PLTP_Macrophages x NK,0.8251630513787901
527,Fib_3 x Monocytes,0.8930181676015816
528,Capillary_Endo x vSMCs_2,0.8346487018387452
529,Lymphatic_Endo x healthy_CM,0.8437802874337446
530,Endocardial_Endo x Fib_SCARA5,0.934864301209185
531,Fib_SCARA5 x NK,0.8254119794787189
532,Adipo x healthy_CM,0.9247288086796461
533,Endocardial_Endo x Neuronal,0.8103688161494922
534,LYVE_FOLR_Macrophages x SPP1_Macrophages,0.9273638018465346
535,Adipo x Purkinje_fibers,0.8967100174066345
536,LYVE_FOLR_Macrophages x Neuronal,0.8343555519400496
537,Fib_3 x Myofib,0.8738454845030534
538,Purkinje_fibers x intermediate_CM,0.8422160742315866
539,Fib_0 x Fib_3,0.8566704560702695
540,LYVE_FOLR_Macrophages x NK_T,0.9327930100240341
541,Monocytes x NK,0.9590668983990821
542,LYVE_FOLR_Macrophages x Mast,0.9596505182821422
543,LYVE_FOLR_Macrophages x LYVE_PLTP_Macrophages,0.9361287085534136
544,Arterial_Endo x NK,0.9114861795556983
545,Fib_SCARA5 x Neuronal,0.9633590803060259
546,Fib_3 x vSMCs_2,0.9004565854933374
547,LYVE_FOLR_Macrophages x NK,0.9013555287604524
548,Neuronal x Neuronal,0.982415092540581
549,Fib_0 x vCM_4,0.9871717093384762
550,LYVE_PLTP_Macrophages x Pericyte_1,0.9567407059880775
551,Monocytes x Neuronal,0.9145794871852206
552,CCL18_Macrophages x LYVE_FOLR_Macrophages,0.9176885608406518
553,Capillary_Endo x vCM_4,0.9736963556005755
554,CCL18_Macrophages x CCL18_Macrophages,0.9513436008903153
555,NK x NK,0.9949921187561167
556,Fib_0 x Pericyte_1,0.9731067830624303
557,Fib_SCARA5 x Purkinje_fibers,0.9370927074267452
558,CD4 x Pericyte_1,0.976134677488625
559,Myofib x Purkinje_fibers,0.9561511186463175
560,Fib_SCARA5 x Monocytes,0.994740245280532
