('0.0','0.0')	-0.4392361	0.008336141	0.12488659	0.46333343	0.49374	-0.15680377	0.22022086	0.6611061	-0.15931979	0.053665888	-0.07662007	-0.05974371	0.21668005	0.20317277	-0.03226604	0.43502924	-0.44256842	0.21690577	-0.4100532	0.42372876	0.080536164	-0.13074179	-0.4271579	0.39098856	0.10230146	0.07447298	-0.09827432	0.27762222	0.11821931	0.34298897	0.25325203	0.13615237	-0.3642253	0.21605854	0.11673882	0.11268886	-0.015700521	-0.32115018	0.08909055	0.16348842	-0.09170127	-0.09051014	0.09955293	0.13746482	0.043204598	-0.035409585	-0.234863	-0.10492028	-0.103948034	-0.001985175	0.13559295	-0.13617417	-0.11786469	0.3196221	0.12952091	-0.39544493	-0.13207728	-0.34765804	0.2134289	0.032237954	-0.06847778	-0.045869652	0.28946385	-0.048305385	-0.11761554	-0.3136319	0.27029356	-0.13784543	-0.15861809	-0.4988131	0.006199414	0.73066336	-0.012871391	0.0018502122	0.27949592	-0.209481	-0.048788644	-0.0131938895	-0.35566488	-0.22905979	-0.28712544	0.12401263	0.07013827	0.31259665	0.4521252	0.030154375	-0.35928416	-0.26941362	0.058214936	0.04225404	-0.3993863	0.40045542	-0.078814015	0.114021555	0.11624055	0.29605108	0.36923486	0.11273811	-0.2715268	0.46380442	-0.32400826	0.19645639	-0.010216358	-0.2887423	-0.03939883	0.40366694	-0.5669372	-0.004453255	-0.104023695	-0.023866782	-0.08625871	-0.6544458	-0.3420509	0.13138683	0.2594081	0.07875371	-0.16884144	-0.577519	-0.12652844	-0.22151181	0.19611089	-0.16682597	-0.17894192	0.6075241	0.16647738	-0.13539796	0.28541082	-0.3264492
('0.0','1.0')	-0.16719714	0.057674862	0.109687425	0.24775009	0.45147562	-0.10752829	0.2269589	0.670553	-0.26890785	0.14999506	-0.32085192	-0.20150693	0.3300163	0.13544618	-0.050312866	0.40277186	-0.51665276	0.1871799	-0.39575472	0.47357923	0.05269444	-0.1575874	-0.46653953	0.34467503	0.17786841	-0.013291581	-0.13690244	0.1368814	0.23933308	0.2982655	0.17171162	0.3715551	-0.15678838	-0.010948856	0.3493211	0.08812059	-0.09875066	-0.35920173	0.04791546	0.23933932	-0.26140544	-0.16927363	0.14663966	0.24057926	0.065082505	-0.11393097	-0.36140406	-0.14418304	-0.12501639	-0.010064995	0.10179888	0.04232467	-0.10730683	0.25657317	0.13734381	-0.123482086	-0.15674736	-0.36353537	0.049270757	0.17501721	-0.19456784	-0.06974207	0.18691787	-0.07663641	-0.088407606	-0.2736316	0.26004145	-0.29920658	-0.26600274	-0.55827487	-0.057949513	0.6490187	-0.1256064	0.09823956	0.10503379	-0.28109816	-0.036542155	0.035142917	-0.47474122	-0.40031174	-0.12943286	-0.07918682	-0.0027310608	-0.07129864	0.3678309	0.009672653	-0.5487276	-0.20602179	-0.05745375	0.005216919	-0.42394507	0.28474537	-0.25072882	0.07322235	0.061113223	0.16696696	0.4029955	0.26083505	-0.23084965	0.46273756	-0.4343054	0.271175	0.057462275	-0.35740972	0.111505575	0.30559066	-0.5655042	-0.18310824	-0.1672213	-0.0056987815	-0.14969075	-0.8327144	-0.2855543	0.14634147	0.06556384	0.11608869	0.03198036	-0.7159283	-0.1444142	-0.2933228	-0.021999173	-0.22093175	-0.24897932	0.7669272	0.21760198	0.06463825	0.22765821	-0.30255044
('0.0','2.0')	-0.31783125	-0.035095748	0.073693454	0.29001772	0.48609683	0.004175261	0.18661408	0.5930136	-0.06007004	-0.0089149885	-0.16003552	-0.16590765	0.41791818	-0.016082967	-0.14614321	0.46767113	-0.4543481	0.14927141	-0.404245	0.26687965	0.14651407	-0.024520287	-0.393944	0.35377482	0.0035665883	-0.035504524	-0.047643527	0.026121153	0.20394953	0.32714227	0.09403945	0.41996706	-0.15494251	0.117708385	0.17188656	0.077517934	-0.03798948	-0.34942606	0.056804456	0.20499633	-0.1774585	-0.32324722	0.2495182	0.065302126	-0.043023754	-0.19962317	-0.3723938	-0.27791497	-0.11917426	-0.13393226	-0.01481661	0.025296489	-0.0535126	0.13475133	0.0934886	-0.22168408	-0.07186388	-0.1920426	0.03507995	0.03110661	-0.09560364	-0.21730328	0.1166571	-0.018678525	0.107018545	-0.35796526	0.24813741	-0.3087134	-0.13252717	-0.47709927	-0.17631604	0.6796144	-0.3334089	0.06097214	0.026670065	-0.29439503	-0.012541694	0.12864183	-0.4979556	-0.21187353	-0.4472145	-0.049667284	0.06809332	-0.095992886	0.54752594	-0.030654466	-0.6288355	-0.34315223	-0.020194767	-0.023068307	-0.33954075	0.25010267	-0.22126909	0.1257043	0.302954	0.11982839	0.41210958	0.30434924	-0.050429523	0.5874481	-0.29595733	0.17342721	-0.019398488	-0.36210233	-0.13408962	0.24686861	-0.5689658	-0.1419192	-0.20689423	0.030503305	-0.10820616	-0.73567736	-0.35267317	0.027881771	0.081043035	0.12283733	-0.09617445	-0.64116895	-0.1440844	-0.28762874	-0.0832062	-0.30075455	-0.4230488	0.7273256	0.020635901	0.016466826	0.100765176	-0.1746966
('1.0','0.0')	-0.40770084	0.27306932	-0.16849034	0.23110747	0.63245595	0.04037747	-0.057479624	0.054768372	-0.15632138	-0.23048452	-0.073240615	0.14350043	0.09178512	-0.5339019	-0.16691801	-0.024431622	-0.328448	0.15243693	-0.2636824	0.5701218	0.08408115	0.061765805	-0.30231676	0.16371858	-0.1715042	0.06280769	-0.06660212	0.4423898	0.009657667	0.068615444	0.063898034	0.17428142	-0.19323176	0.09447156	0.6266854	-0.19303523	-0.12391608	-0.07359543	0.085144766	0.34637225	0.09886263	0.2064983	0.18563858	0.07231342	-0.0038412781	0.10589827	0.14449109	-0.03606814	-0.23992024	-0.013501018	0.1816531	0.19737364	-0.3635697	0.27394024	-0.0016865971	-0.323423	0.46167943	-0.34670782	-0.1940371	0.090505324	-0.35829127	0.13180792	0.023252089	-0.32503745	0.021106636	0.17032339	0.05005145	-0.178291	-0.22406219	-0.25658616	0.053859368	0.39794943	0.3902779	-0.3881142	0.34085965	-0.25966662	-0.043064974	0.05185174	-0.19579622	-0.06455751	-0.42725775	-0.09524296	-0.26930293	0.09925625	0.33861905	-0.007246352	-0.008676558	0.3010486	-0.2380887	0.04143116	-0.08465243	0.11532052	-0.28054824	0.17287453	0.12918836	0.64497995	0.16306417	0.031193694	0.25563544	0.4659999	0.20335436	0.15724838	0.24854538	-0.009525693	0.15309563	-0.059183583	-0.19874522	0.5397127	0.24536447	-0.2045022	-0.12280398	-0.57436824	-0.22906032	0.08596188	-0.16701305	0.13711245	-0.10288627	0.15888567	0.42063537	-0.17533788	-0.25567383	-0.044101104	-0.3417453	0.15990345	0.36117572	0.26328233	-0.11221802	-0.34390584
('1.0','1.0')	-0.34295672	0.20363618	-0.046171196	0.39242077	0.65673465	0.17115712	-0.3056402	0.04493274	-0.13687052	0.16054457	-0.17674449	0.23349543	0.08478946	-0.46671206	-0.35368726	0.08226068	-0.36235374	-0.17575261	-0.08746399	0.58767354	0.31574374	-0.079255156	-0.35787734	0.32382256	-0.08610701	0.20621327	0.1884138	0.33734038	0.06926376	0.036839467	-0.11313496	0.17650057	-0.21451332	0.023537308	0.6224084	-0.31062242	0.051389985	0.11034638	0.100961946	0.5280709	0.11394577	0.3191117	0.1773356	0.16347292	0.31964657	0.025774695	0.078430384	-0.16423057	-0.24568887	0.10100027	0.0752451	0.2819701	-0.3166138	0.14662907	0.3229616	-0.256892	0.62264144	-0.4673947	-0.39973095	0.07401387	-0.5013334	0.08624319	-0.0017484704	-0.41987017	0.11699355	0.07772013	0.031419404	-0.20675471	-0.2788984	-0.30794054	-0.108186595	0.2522138	0.3394009	-0.5643659	0.18803915	0.03521162	-0.27217087	0.23298782	-0.48986265	0.102363035	-0.3090303	-0.22161108	-0.11303544	0.004972486	0.5076247	0.05595969	-0.024812672	0.1520112	-0.17213279	-0.19897026	-0.07466554	-0.020800881	-0.054399792	0.1180179	-0.09432859	0.40933266	0.15991127	0.052692328	0.18782696	0.21870555	0.11099385	0.11191093	0.050566453	-0.36326623	0.22263905	-0.2386624	-0.107097	0.57959336	0.2663592	-0.09736707	0.14507234	-0.4954858	-0.014731259	-0.13029736	-0.08986331	-0.024055272	-0.16289699	-0.009690203	0.34326962	-0.29181117	-0.16945526	0.061925262	-0.33403707	0.19144969	0.38110846	0.36174107	-0.09060114	-0.22679937
('1.0','2.0')	-0.37567464	0.20516679	-0.16804445	0.22822386	0.6388004	0.04021305	-0.09653911	-0.05272636	-0.12575082	0.121031426	-0.08459394	0.21282248	0.10233506	-0.7758139	-0.20039226	-0.042988423	-0.44530985	0.09604923	-0.123735674	0.31845498	0.15568475	-0.14795482	-0.40696374	0.20919979	-0.28676987	0.17144205	0.038431652	0.30397537	-0.015569538	0.018576004	-0.15576036	0.17303838	-0.2065965	0.16815136	0.51325405	-0.22249304	0.118638344	0.17678687	0.15697473	0.48419458	-0.10425613	0.16194445	0.26328033	0.0645452	0.18625744	0.027429203	0.006843097	-0.27177373	-0.03372236	-0.023263004	0.22924697	0.34350285	-0.35253608	0.18387167	0.1591623	-0.18637376	0.43864873	-0.25055456	-0.22411974	-0.1824507	-0.45659983	0.25328618	0.007713784	-0.47917336	0.114081495	0.09276397	0.10297157	-0.14908598	-0.39259672	-0.22132005	-0.09232481	0.35014188	0.46585068	-0.41953087	0.18818757	0.03535373	-0.022363197	0.16629854	-0.41522926	0.0048100487	-0.4269167	-0.13546456	-0.24655007	-0.10311956	0.42305976	0.029278927	0.24595545	0.035234407	-0.14775279	-0.23345874	-0.11780536	0.27354342	-0.2960695	0.15512732	-0.030817619	0.34394678	0.102764644	0.069343954	0.25986442	0.5776498	0.18053052	0.048048258	0.16451983	-0.10223308	0.20430617	-0.29504406	-0.06453804	0.51360404	0.14903224	0.095994495	0.14725135	-0.46162656	-0.08815755	0.13418376	-0.07374347	0.06881095	-0.04266825	0.16081804	0.44441992	-0.095550865	-0.17500313	0.008040224	-0.27339092	0.31377113	0.34620005	0.47624794	-0.2157329	-0.27443004
('10.0','0.0')	0.4943387	-0.076247446	-0.113427415	0.41714936	0.64440143	0.17899531	-0.016168801	0.31168354	-0.115069	-0.10576481	0.09369931	0.26121345	-0.035059184	-0.4575661	-0.06562449	0.20568274	-0.28255823	0.07275275	-0.5188691	0.3359049	-0.071399376	0.24334316	-0.1150018	-0.30178437	-0.5930587	0.07125211	0.072249986	0.09842971	-0.36052212	-0.08417288	-0.019740565	0.04048777	0.004835495	-0.025920887	0.31155556	-0.14739506	-0.5001688	-0.07184296	-0.022921273	0.15753596	0.28806758	0.85554653	-0.021541849	0.03027725	-0.1976186	-0.21728593	-0.22855367	-0.078647174	0.1038969	-0.20015503	0.39484486	-0.050552096	-0.46941742	0.18896125	0.22299083	-0.19755119	0.31264573	0.19131063	0.61455584	-0.33127433	-0.066930905	0.15022083	-0.16640106	-0.22702892	-0.2166768	0.16593292	0.12715164	-0.22846183	0.19295065	-0.3660437	-0.07728894	0.31155616	-0.10670002	0.2384651	0.028310377	0.30232248	0.4213517	-0.14920016	-0.11594215	-0.30588052	-0.31678942	0.05530473	0.02390075	0.14982092	0.37728018	-0.067436986	-0.04195207	-0.24147666	-0.23051207	-0.09089248	0.099086106	0.20281301	-0.61553717	-0.26354995	-0.11007292	0.58801985	0.3292059	0.12184174	-0.1192612	0.22879755	-0.017166156	-0.0007417815	0.46264273	-0.2543315	0.36447716	0.08642691	0.14089596	0.37866688	0.12015792	0.30550346	0.451923	-0.19494994	0.12498155	0.16581954	-0.15338847	0.034760807	-0.14582635	-0.2695622	-0.35555825	-0.009366646	-0.083386615	0.01551052	0.007860364	0.5318979	0.0060749887	0.19151327	-0.059278317	-0.22065389
('10.0','1.0')	0.5540592	-0.16012998	-0.07273877	0.32730967	0.41496804	-0.017558092	-0.37920257	0.40335646	-0.109494336	-0.1230351	-0.13133682	0.40188366	0.07540256	-0.36275718	-0.20628323	0.14495327	-0.4004397	0.024627846	-0.3141791	0.66059667	0.018321646	0.31345132	-0.030745354	-0.26286602	-0.2439019	0.19701168	0.047727674	0.10358562	-0.14179192	-0.0017184236	0.02421356	0.006963288	-0.08054735	-0.14377248	0.43907338	-0.20648886	-0.26326227	0.024867047	-0.04208159	0.106560946	0.3128139	0.49578893	-0.20019802	0.48979238	0.057370048	-0.15494376	-0.36527604	0.048716135	-0.0033866195	-0.09924523	0.22150318	-0.1534429	-0.32257012	0.24620537	0.041710626	-0.15168077	0.227786	0.27627432	0.39638403	-0.30896237	-0.2314783	0.16155136	-0.23774822	-0.18725926	-0.11612625	-0.078334816	0.289985	-0.13760135	-0.05344571	-0.38316736	-0.19341217	0.34433806	-0.09054311	0.1751809	-0.04426195	0.26024377	0.056132983	-0.013372331	-0.15893278	-0.5002103	-0.24282725	-0.2162869	0.13172588	0.20616663	0.44322896	-0.031862114	-0.035327267	-0.3879913	-0.3149852	-0.12604979	0.05160431	0.05385293	-0.48924333	-0.3035375	0.11339167	0.7020034	0.4868657	0.24144658	-0.2611633	0.16939338	-0.044525392	0.13078144	0.39778408	-0.18503909	0.24258621	-0.011653601	0.0012553678	0.23270363	0.011195402	0.12470471	0.40927878	-0.22446069	0.24850063	0.1430528	-0.16914652	0.061707698	-0.045292787	-0.25090072	-0.34242395	-0.049059365	-0.3047161	0.0032423644	-0.14542943	0.41258568	0.20811713	0.36713699	-0.29611117	-0.27135217
('10.0','2.0')	0.3426504	-0.081808716	-0.17564902	0.053694364	0.7613061	0.19135128	-0.41583312	0.3060396	0.027990358	-0.030283488	-0.13522467	0.16004163	-0.0077816676	-0.5152122	-0.18414272	0.28580052	-0.46901557	-0.045641456	-0.32042843	0.53256524	0.06672454	0.3132111	-0.15309921	-0.20897916	-0.46977335	-0.021334285	0.27521786	0.12861657	-0.2543453	0.24169458	0.0014905292	-0.0786914	-0.12597035	0.015885253	0.21193333	-0.14507332	-0.35767463	-0.0052087056	-0.040369164	0.10058813	0.05373708	0.60356224	-0.12017056	0.35420936	-0.14013994	-0.21600334	-0.40724537	-0.042745154	0.04402904	-0.41768515	0.27670547	-0.063565716	-0.59526604	0.3180891	0.11893425	-0.18214582	0.083187535	0.34034467	0.44655085	-0.38778874	-0.16499066	-0.063348256	-0.16842622	-0.17041926	-0.18969226	0.02046187	0.17643897	-0.08463414	0.007860111	-0.35296616	-0.06864209	0.26391658	-0.3597937	0.16657174	0.004756164	0.26059604	0.37999687	-0.025972437	-0.03718436	-0.46435347	-0.40141848	0.031299178	0.13056998	0.055734314	0.2829352	0.1608907	0.030772228	-0.23214053	-0.42056805	-0.122080244	0.034000054	0.018088276	-0.36936653	-0.13351308	-0.018537391	0.64319974	0.37471238	0.22157642	-0.123932235	0.28330046	0.11213922	-0.023359388	0.36226138	-0.2905842	0.25522962	-0.0018472751	0.081739336	0.27272752	0.2485692	0.18753083	0.55491185	0.11059207	0.07379953	0.15910941	-0.30801073	-0.06591517	-0.06622854	-0.30721182	-0.35097384	0.103120096	-0.053991474	-0.16189706	-0.08590031	0.32469073	0.0006112241	0.37328178	-0.34429827	-0.29554087
('100.0','0.0')	0.05992934	-0.10893737	-0.0392759	-0.2179353	-0.07986975	-0.104489684	0.06405848	0.17272447	0.13267037	-0.06615448	-0.09140807	0.36522114	0.29038012	-0.08451968	0.31736287	0.093380496	-0.23844007	0.2612408	-0.112433314	0.31653687	0.41591454	0.1733177	-0.39364177	-0.10420607	-0.25088772	-0.4079729	-0.038755357	0.3167497	0.20744221	-0.13205454	-0.08634542	0.48759145	-0.22132924	0.011967182	0.11041286	0.049005434	0.012449932	-0.11685709	0.107465744	0.049062215	0.30959496	0.38258344	-0.07135783	0.016463568	-0.19448335	0.20037913	0.10731918	0.3373803	-0.15468942	0.0048808423	0.20005769	-0.33686998	-0.011785405	0.06160391	-0.02056803	-0.43802932	-0.03436144	-0.019627547	-0.034877345	0.18650997	-0.02904437	0.11129912	-0.35253036	-0.04386562	-0.05067288	-0.36222392	-0.08146281	-0.1277859	0.15281583	-0.10225255	-0.05469786	-0.007482836	-0.2104946	-0.2637671	0.4232474	0.16637161	-0.2190422	-0.5739487	-0.22036324	-0.35022527	-0.63272756	-0.34128004	0.40059018	-0.04180422	0.5151171	0.322844	-0.10149441	-0.17341562	0.1046976	0.31564552	0.09808541	-0.11487901	0.00557729	0.21900658	-0.05521172	0.41279906	0.63513565	0.254423	-0.0040544365	-0.045214016	0.29721525	0.5762169	0.13650021	-0.15407711	0.15476018	0.09671749	-0.5810728	-0.20091785	-0.19688797	-0.21554099	-0.24085873	-0.19995295	0.27894586	-0.033344112	-0.011852961	-0.38537356	-0.041726142	0.08227899	0.08826443	0.06922858	0.3463481	-0.12806174	-0.19957483	-0.13333857	0.19494496	0.028176645	0.08607659	-0.36396575
