('0.0','0.0')	-0.086662844	-0.008022058	0.1437648	0.43054774	-0.17696953	0.08261938	0.19013356	0.16788541	-0.5552256	0.23750977	-0.31326964	-0.0014033769	-0.15175818	-0.24826233	-0.2851437	-0.06069482	0.42609528	-0.26374608	-0.44502068	0.10074296	0.4095726	0.07964595	0.075904086	0.056731828	-0.035403274	-0.25522977	-0.21936099	-0.021636076	-0.113225535	-0.33097574	-0.04918412	0.092288375	0.044661053	0.3820504	-0.26607713	0.9750641	-0.21820094	0.019185016	0.35239437	0.20106445	0.14888266	-0.17909947	-0.04058311	-0.1368921	0.20985493	0.6170503	0.5046079	-0.10453319	-0.07822705	-0.095249936
('0.0','1.0')	-0.36101577	0.015360057	0.13711984	0.17621201	0.24126981	-0.04719834	0.27611926	0.18239737	-0.15640777	0.023905113	0.0753365	0.4820799	-0.64935315	-0.30629405	-0.57749546	-0.20832478	0.2047656	0.009958626	-0.20350468	-0.12952437	0.568358	0.26579717	0.51242745	0.19190165	0.44414353	-0.37736157	-0.33918175	-0.14265695	0.033497065	-0.3073455	-0.164846	0.10382007	-0.08115548	-0.0052041346	0.1479994	0.55213124	-0.49273837	-0.15613729	0.061141152	-0.47888225	0.06331031	0.15965441	-0.2344206	0.08865303	0.58222747	0.11928925	-0.4500531	0.06732823	-0.16454747	-0.06808595
('0.0','2.0')	0.152139	0.08754352	0.078796454	-0.2350725	-0.5195733	-0.22658736	-0.0077256463	0.05123778	-0.6849349	0.41150936	-0.10496798	0.13586801	-0.08870446	-0.32566157	-0.5691285	-0.37282354	0.4214888	0.19984873	-0.5309946	-0.12733309	-0.41763973	-0.12728384	0.5755233	-0.6308281	0.03947815	-0.022038354	-0.10259502	-0.36262453	-0.17113434	-0.28634706	-0.35828942	0.12318953	-0.24703209	0.21564834	-0.114661	0.28772333	-0.34336728	0.14352098	0.11838744	-0.2889502	-0.16276635	-0.2059616	0.009055417	0.07468003	0.39048317	0.35734013	-0.21967071	0.13275623	0.4470126	0.1633649
('1.0','0.0')	-0.07648326	0.01976606	0.06390825	0.22615746	-0.14794695	0.18943341	0.2958143	-0.09156619	-0.31900388	0.08859107	-0.34349704	-0.4747743	0.22141205	-0.25378692	-0.037491016	-0.17457822	0.18702477	-0.33564934	-0.10018585	-0.10749171	0.05750483	-0.18647774	0.09103291	0.053397924	0.032519534	-0.058402635	0.286184	0.088288896	-0.30384126	-0.27156338	-0.07954727	0.040256627	0.22961327	0.1930195	-0.21942481	0.9090331	-0.29478455	-0.0517872	0.19201729	-0.17849314	0.46589455	-0.124617174	-0.07223963	-0.46878916	0.23553693	0.43340915	0.2824799	-0.41457176	0.18358488	-0.093162775
('1.0','1.0')	-0.30052555	0.17654414	0.15190786	0.09852031	0.027276348	0.15718706	0.53309536	-0.073060244	0.17753068	-0.43265277	0.1451578	0.025860809	-0.26283148	-0.3866767	-0.43662396	-0.03530827	-0.12299598	-0.18164073	0.04289563	0.105937466	0.12546244	0.114080265	0.43186197	0.30743966	0.43525898	-0.035266165	-0.4038648	0.044303767	-0.30094635	-0.20444848	-0.10515678	0.09796098	0.35301897	-0.04839155	0.048032347	0.5241834	-0.4912381	-0.10131306	-0.3314982	-0.70955455	-0.0027743084	0.18796158	-0.273352	-0.22565281	0.71607745	0.026963431	-0.36988524	-0.23497562	0.25148052	0.18610403
('1.0','2.0')	0.022762787	-0.23038444	0.12249319	-0.28595117	-0.48291558	-0.022224968	0.30728742	0.08894392	-0.44215995	0.1681502	-0.09955245	-0.35941905	-0.017543586	-0.057338815	-0.3054558	-0.14052902	0.08680654	0.12260745	-0.42040664	-0.089247614	-0.24565811	-0.2914438	0.52404356	-0.65332866	0.1439603	0.16677569	-0.0040515163	0.01280078	-0.43300343	-0.14925134	-0.27151546	-0.075201474	0.12628776	0.09163679	-0.045611475	0.24439119	-0.34902385	-0.07588922	0.060342845	-0.5968386	0.069440864	-0.310005	0.0067066005	-0.19554159	0.48018342	0.35846278	-0.14996226	0.012963194	0.5025185	0.102963924
('10.0','0.0')	-0.055258945	0.04193646	0.10381667	0.24574935	0.041450858	-0.13369839	0.24583486	0.08639949	-0.26184887	0.2879845	-0.213739	-0.36970976	0.12498439	-0.26257735	0.07346326	0.11319062	0.37407577	-0.32328725	-0.68313426	-0.10828714	0.19792429	0.15048422	0.08252968	0.261575	-0.056151774	0.23991667	0.16162731	-0.05683311	-0.1513551	-0.09379502	-0.016455747	-0.00023409323	0.31641573	0.16681826	-0.3231432	0.94386786	-0.31650323	0.1903764	0.21066791	-0.0151206525	0.26275256	-0.24147718	-0.23945613	-0.19859342	0.32525614	0.38106608	0.56089634	-0.35627076	-0.04494396	0.1935766
('10.0','1.0')	0.2748198	0.13890235	0.21842445	0.1796109	0.056680355	-0.13465706	0.4747038	0.22917236	0.16284889	-0.24006273	0.20105976	0.3954525	-0.23955564	-0.16323106	-0.39569038	-0.023060542	0.274057	-0.01661707	-0.25705925	0.084014125	0.33362982	0.35809004	0.40450066	0.3064707	0.37113303	0.4524599	-0.15123862	-0.112932965	-0.16504061	-0.22414616	-0.004009481	0.17417021	0.215517	0.094939634	-0.07345434	0.54488105	-0.29046255	0.0076855286	-0.4165971	-0.44016036	-0.08897476	0.15605971	-0.2507069	-0.094834	0.59592056	0.028864427	-0.09177032	-0.18767288	0.10133508	0.25406915
('10.0','2.0')	0.19257855	-0.12911493	0.15976451	0.0549257	-0.39175132	-0.16123621	-0.044990707	-0.11242128	-0.4959955	0.23661406	-0.022303678	-0.1537769	-0.030974869	-0.06807167	-0.421407	0.04108132	0.23818198	0.23793358	-0.5819429	-0.049327165	-0.2041765	-0.10549075	0.47219148	-0.48986927	0.14038494	0.4038423	0.2038753	-0.3070782	-0.4932071	0.016216813	-0.12975991	-0.074253246	0.020800257	0.0139572555	-0.32456452	0.13894433	-0.41987172	0.26593485	0.012493883	-0.45817783	-0.079083174	-0.29126325	-0.0021859608	-0.17341791	0.33160207	0.4116275	-0.23017295	-0.06932595	0.535515	0.23126274
('100.0','0.0')	-0.2829922	0.2555361	-0.15230127	0.35014725	-0.10313173	0.07917536	-0.0287852	0.07366761	-0.45380393	0.27517632	-0.44306204	-0.33599946	-0.02532351	-0.36121312	-0.14923078	-0.13693333	0.30431262	-0.4316781	-0.28841266	-0.20713241	0.11538603	0.1536626	-0.16617548	0.2555088	-0.20929463	0.07865415	0.27421507	-0.07676241	-0.18611652	-0.045763455	0.20008019	-0.07063592	0.1410254	0.18281887	-0.3127784	0.6977993	-0.12747595	0.28843284	0.3719345	-0.29515052	0.37156862	-0.081211455	-0.3169129	-0.5608765	0.3268327	0.26616305	0.5087222	-0.3843837	-0.22596897	0.16278577
