('0.0','0.0')	-0.10163536	-0.042568687	0.19213822	0.13649996	-0.20733403	-0.15473427	0.122575976	0.015777204	-0.54055935	0.31738102	0.15590835	-0.431789	-0.33435366	-0.03973698	-0.23287834	0.104587585	0.07271834	-0.022383554	0.08388677	-0.14051451	0.1870855	0.22750941	0.5478521	-0.111806385	-0.43763646	0.03957936	-0.18895632	-0.38788736	-0.7837514	0.45158747	0.22724463	0.0367548	-0.009805984	0.121285796	-0.11116249	0.23716797	-0.24535656	-0.17011964	-0.21411784	-0.33975276	0.114372276	-0.39500615	-0.29082808	-0.48198473	0.22603612	-0.20913337	0.009852695	0.0076136803	0.12470037	0.39297912
('0.0','1.0')	0.010136363	0.2768243	0.23807217	0.47780815	-0.21716452	0.101885684	0.34462366	-0.31045914	-0.62255496	0.03586875	0.4453892	-0.022491772	-0.13748765	-0.337348	-0.2072205	-0.32907516	0.24178182	-0.5705214	-0.098747306	-0.16129644	0.48822343	-0.39978442	-0.2138464	-0.09063927	0.19312006	0.2896663	-0.36511078	-0.057378672	-0.3469308	0.5349209	0.33599013	0.26978895	-0.13331525	0.29635668	-0.109982714	0.17434834	-0.5039786	0.17863709	0.35164645	-0.48606277	-0.013432365	-0.097072646	-0.106077485	0.16798863	0.46761537	-0.030719256	0.18460225	-0.084540896	0.11871154	0.24738097
('0.0','2.0')	0.2478291	-0.50046223	0.36618444	0.26489177	0.0046476694	-0.19213268	0.3233958	0.02551015	-0.33964726	0.05804461	-0.21555427	-0.06444697	-0.3171113	-0.12206804	-0.2358182	0.21442239	-0.011278409	-0.59001344	-0.22281548	0.04309851	-0.33169293	-0.27782732	0.05808759	-0.08826928	-0.28295198	0.09325936	-0.30939507	0.026725901	-0.49764115	0.23530258	-0.14388086	0.2592586	-0.13531518	0.00904295	-0.1476933	0.6298832	0.08342465	-0.44675192	0.5228673	-0.061005205	0.42596814	-0.006538663	-0.287439	-0.048153486	0.80623764	-0.2540063	-0.1429436	0.019187395	-0.004282738	-0.089083254
('1.0','0.0')	0.07590712	-0.5187063	-0.0855876	0.21898033	-0.28717273	-0.3506119	-0.03560897	-0.14322974	-0.18995132	0.050013628	-0.36462232	-0.377405	-0.18550667	-0.048241336	-0.37888345	0.25388503	0.18850951	-0.16733462	0.36111215	-0.43372685	0.1920591	0.06618147	0.6572776	-0.2927328	-0.5121538	0.063213795	-0.0054553123	-0.34597084	-0.5573017	0.35945392	0.23537378	-0.0425998	0.11991882	0.15231325	-0.07894699	0.42455956	-0.2929707	0.27358568	-0.10979685	-0.469892	-0.04267893	-0.38506648	0.06732209	-0.1486488	0.27652293	-0.11898702	-0.06962605	0.044669826	0.35364008	0.05247686
('1.0','1.0')	0.11923669	0.22503367	0.06782239	0.20909637	-0.029537082	0.10377426	0.24560437	-0.45099056	-0.40678298	-0.14728154	-0.20515747	0.0916651	0.14038327	-0.32585323	-0.31995758	-0.3281728	0.16995521	-0.34156168	0.016994601	-0.3175454	0.3089157	-0.061461218	0.2128649	-0.020898135	0.1663757	0.3468637	-0.42778304	-0.20250717	-0.029561523	0.47290474	0.035232708	0.1390878	-0.34369263	0.15668026	-0.2755378	0.23716389	-0.30202737	0.45305696	-0.11598647	-0.49129686	0.15162674	-0.29237488	-0.112770066	0.51164234	0.51527953	0.45404395	-0.016816918	-0.6493375	0.114253536	-0.127621
('1.0','2.0')	0.15962696	-0.75891703	0.21288973	0.039775744	-0.046542257	-0.1348844	0.32092953	0.013188973	-0.23109801	-0.032920122	-0.17595571	-0.15280789	0.015630608	-0.20422617	-0.31083688	0.17088948	0.036586426	-0.51852095	-0.1398168	0.02059638	-0.7711885	0.08389429	0.13076688	-0.2491311	-0.04333466	0.33060446	-0.24536316	-0.2667686	-0.001093629	0.25199917	-0.055519316	0.28144392	-0.06350951	0.03117876	-0.3556406	0.4906945	0.16539587	-0.18865025	0.3391621	-0.06878236	0.25953737	-0.022526432	-0.28932092	-0.1745783	0.75267696	0.10661733	-0.16892965	-0.097601205	0.4139372	-0.28676847
('10.0','0.0')	-0.031206358	-0.14767267	-0.12769555	0.2680425	-0.40572873	-0.098239824	0.2955817	0.22489056	-0.47699398	0.053654753	-0.11004834	-0.027076783	-0.42269397	0.28903845	-0.49236193	-0.08276615	-0.19805162	0.03840756	0.11444136	-0.36639103	0.07691553	0.009007557	0.665829	-0.16631246	-0.12135235	0.20043004	-0.13525599	-0.43310523	-0.6382306	0.24471076	0.009071306	-0.08105988	0.21873465	-0.12951003	0.016939096	0.54659265	-0.46790445	0.18527484	-0.69994	-0.1845907	-0.18010221	-0.13091896	0.10352631	-0.15086858	0.39404607	-0.02278913	0.13568564	-0.0022095614	0.38714185	0.06471284
('10.0','1.0')	0.46892035	0.3346814	0.061260264	0.40622467	-0.105272785	0.040908612	0.5636099	-0.064292416	-0.48327988	-0.33887932	-0.07028025	0.3265201	0.025565041	0.020805283	-0.13085182	-0.2488026	-0.00069173326	-0.22123072	-0.02980405	-0.14000477	0.0913684	-0.29560307	0.08564574	0.04315598	0.3732231	0.2870037	-0.20777802	-0.43471077	-0.06726655	0.461304	-0.0017624152	-0.09100129	-0.09750646	0.1436409	-0.38167188	0.05881724	-0.54456335	0.23115231	-0.08136209	-0.33350596	0.17314081	-0.10721544	0.007788328	0.42521054	0.66341126	0.24894756	0.037959877	-0.3686709	0.33650106	0.12888163
('10.0','2.0')	0.021306967	-0.62545234	0.4111675	0.16406338	-0.049914215	0.10027086	0.3155837	0.2234441	-0.5134671	-0.38918582	-0.44303295	0.09553907	-0.08475507	0.009383906	-0.40433368	-0.26931906	-0.03136046	-0.43422738	-0.082702555	0.19503683	-0.53845257	-0.18258691	0.14399986	0.022068428	-0.15543783	0.24027188	-0.18834355	-0.11974623	-0.31725246	-0.1686448	-0.05031728	0.06622381	-0.12216553	0.22879417	-0.075407006	0.58237815	-0.03408122	-0.25763676	-0.12025203	0.29512718	0.25443348	-0.02583282	-0.269375	-0.056117833	0.8984877	0.034866437	-0.18976347	0.10278266	0.38126972	-0.23377244
('100.0','0.0')	-0.119599186	-0.2634911	-0.060013358	-0.25450924	-0.33719784	-0.35672227	0.018321	0.15206401	0.008472889	0.06789307	-0.22256012	-0.17077433	-0.021619212	-0.12835109	-0.59735966	0.0946293	0.4584387	-0.041713953	0.007862435	-0.24357547	0.1954104	0.4278808	0.41421995	-0.24275161	-0.22521299	0.2683782	0.26709238	-0.42710096	-0.48383847	0.3138061	0.2337769	-0.26306948	0.4686225	0.28840727	-0.37230447	0.1386625	-0.5288442	0.07170862	-0.32513443	-0.34729806	0.063263796	-0.17517641	0.033333495	-0.6509869	0.14744172	0.06833243	0.029924562	-0.12465412	0.05518465	0.24052949
